@relation 'AT: DataTable-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R411-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute 0.103FNC107+0.103FNC170+0.101FNC84+0.097FNC194+0.096FNC35... numeric
@attribute '0.146FNC122+0.13 FNC125+0.124FNC99+0.124FNC115+0.122FNC360...' numeric
@attribute '0.139FNC86-0.139FNC110+0.13 FNC79-0.128FNC118-0.122FNC100...' numeric
@attribute '0.14 FNC309-0.136FNC324+0.115FNC330-0.114FNC256-0.112FNC334...' numeric
@attribute -0.153FNC335-0.151FNC264-0.151FNC353-0.134FNC285+0.127FNC368... numeric
@attribute -0.132FNC159+0.132FNC153-0.127FNC167-0.126FNC162+0.123FNC350... numeric
@attribute -0.167FNC164-0.161FNC276-0.156FNC126+0.136FNC36-0.134FNC31... numeric
@attribute 0.156FNC11+0.124FNC344-0.12FNC228+0.118FNC158+0.113FNC299... numeric
@attribute '-0.158FNC277+0.15 FNC91-0.134FNC280+0.134FNC177-0.13FNC262...' numeric
@attribute '-0.141FNC57-0.136FNC202-0.127FNC104+0.125FNC78+0.12 FNC184...' numeric
@attribute -0.184SBM_map36-0.156SBM_map5-0.152SBM_map7+0.136FNC234-0.133SBM_map55... numeric
@attribute -0.136FNC321-0.132FNC106-0.13FNC59-0.123FNC191-0.121SBM_map4... numeric
@attribute '0.172SBM_map13+0.148SBM_map1+0.137SBM_map45+0.134FNC320+0.13 SBM_map69...' numeric
@attribute -0.173FNC298+0.131FNC304+0.129FNC40-0.122FNC56-0.121FNC223... numeric
@attribute 0.186FNC222-0.154FNC9-0.142FNC20+0.136FNC225+0.135FNC191... numeric
@attribute 0.162FNC155-0.144FNC233+0.132FNC162-0.132FNC288-0.124FNC306... numeric
@attribute -0.167FNC288+0.149FNC190-0.143FNC304-0.124SBM_map1-0.116FNC302... numeric
@attribute 0.166FNC47+0.144FNC2+0.136SBM_map22+0.136FNC333-0.132FNC266... numeric
@attribute -0.176FNC245+0.141FNC146-0.123FNC130+0.117FNC210+0.113FNC240... numeric
@attribute 0.205FNC205-0.157FNC195-0.124SBM_map17-0.121FNC199+0.121FNC40... numeric
@attribute 0.159FNC249+0.152FNC257-0.147FNC307-0.141FNC212-0.125FNC48... numeric
@attribute 0.154SBM_map55-0.146FNC22-0.129FNC114+0.127FNC197+0.125FNC103... numeric
@attribute 0.177FNC371+0.143FNC253-0.137FNC351-0.124SBM_map28-0.119SBM_map5... numeric
@attribute -0.162FNC66-0.15FNC157-0.143SBM_map4-0.142SBM_map1-0.131SBM_map52... numeric
@attribute 0.155FNC181+0.147FNC292-0.145FNC23+0.142FNC300+0.141FNC312... numeric
@attribute 0.186SBM_map26+0.163FNC304-0.144FNC45-0.137FNC180+0.134SBM_map40... numeric
@attribute -0.149FNC46+0.141FNC192-0.137FNC38-0.131FNC70-0.125FNC55... numeric
@attribute '-0.137FNC32-0.125SBM_map5-0.122FNC176+0.12 FNC185+0.115FNC342...' numeric
@attribute '-0.146FNC166+0.14 FNC211+0.137SBM_map72-0.133SBM_map69+0.132FNC5...' numeric
@attribute '0.162FNC221-0.155FNC218-0.146FNC54+0.14 SBM_map51+0.139FNC212...' numeric
@attribute -0.157FNC218-0.15FNC8-0.145FNC49-0.144FNC291+0.132SBM_map7... numeric
@attribute -0.17FNC375+0.147SBM_map8-0.146SBM_map3-0.145FNC56+0.134SBM_map73... numeric
@attribute '0.126SBM_map2+0.125FNC274+0.12 FNC256-0.119FNC177+0.119FNC169...' numeric
@attribute -0.15SBM_map72+0.149SBM_map71+0.143FNC176+0.132FNC153+0.128SBM_map55... numeric
@attribute '0.142FNC227+0.139FNC177+0.138FNC106-0.127FNC260+0.12 FNC178...' numeric
@attribute 0.168FNC39-0.161FNC37+0.157FNC232-0.154FNC345+0.147FNC75... numeric
@attribute -0.156FNC290-0.138FNC164+0.125FNC154+0.124FNC145+0.121FNC314... numeric
@attribute 0.215SBM_map6-0.186FNC22-0.165FNC235-0.137FNC370+0.129FNC231... numeric
@attribute -0.168FNC368+0.155FNC195-0.14SBM_map32+0.139FNC330+0.138FNC230... numeric
@attribute -0.142FNC275-0.131FNC143+0.127FNC209+0.127FNC341-0.123FNC23... numeric
@attribute -0.166FNC310-0.158FNC290-0.149SBM_map51-0.133FNC340+0.123FNC339... numeric
@attribute '-0.154FNC274+0.137FNC227+0.135FNC121-0.135FNC35+0.13 FNC142...' numeric
@attribute -0.185SBM_map64+0.152FNC230-0.147FNC26-0.137FNC321-0.137FNC332... numeric
@attribute -0.164FNC192+0.142FNC128-0.134SBM_map43-0.127FNC307+0.125FNC170... numeric
@attribute -0.149FNC33+0.126FNC77-0.125FNC136-0.125FNC58+0.121FNC61... numeric
@attribute -0.183SBM_map2+0.141FNC345-0.14FNC238-0.126FNC353+0.124SBM_map13... numeric
@attribute 0.158FNC280+0.154FNC161-0.131FNC103-0.127FNC149+0.125FNC311... numeric
@attribute 0.143SBM_map32+0.126FNC364+0.126SBM_map40-0.119SBM_map45+0.119FNC130... numeric
@attribute -0.157FNC202+0.143FNC301-0.141FNC168+0.135SBM_map48-0.132FNC136... numeric
@attribute -0.172FNC155+0.155FNC353-0.148FNC313-0.125FNC302+0.125SBM_map43... numeric
@attribute 0.222FNC308-0.17FNC20-0.131FNC70+0.125FNC288-0.124FNC71... numeric
@attribute '-0.221FNC32+0.16 FNC275+0.15 SBM_map13-0.135FNC33-0.133FNC338...' numeric
@attribute '0.154FNC291+0.136FNC299+0.13 FNC316+0.13 FNC182+0.13 FNC74...' numeric
@attribute 0.194SBM_map52-0.158FNC352-0.155SBM_map26-0.146FNC252-0.141SBM_map13... numeric
@attribute -0.147SBM_map32+0.136FNC258-0.129FNC16+0.126SBM_map71+0.124FNC182... numeric
@attribute -0.19FNC29-0.147SBM_map3-0.14FNC32-0.13FNC33+0.126FNC129... numeric
@attribute -0.175SBM_map55+0.156SBM_map69-0.147FNC161-0.143FNC371+0.127SBM_map4... numeric
@attribute 0.149FNC307-0.143FNC221-0.14FNC189+0.136FNC173-0.135SBM_map6... numeric
@attribute -0.14FNC13-0.136FNC345+0.128FNC32+0.125SBM_map5-0.123FNC327... numeric
@attribute Class {T,F}

@data
-5.744738,-0.586793,-5.642108,-0.610183,1.918236,3.557786,-0.825618,2.481765,-1.247291,2.168626,2.758309,1.632642,4.311846,0.636372,-0.25859,-2.544,-0.762527,0.986714,1.263373,-2.316667,-0.286493,0.352196,4.296819,-1.182635,1.821784,0.388299,0.639015,3.992758,0.402775,-1.444627,-1.712023,-1.140913,0.649085,-0.253155,-0.474766,-2.188521,1.448875,2.120266,1.460251,-0.494795,-5.361668,-0.82885,-0.122319,-2.341625,-1.110729,0.599355,2.898084,0.882691,-1.677071,0.409935,-0.954714,3.523399,1.253271,-1.823477,-0.953706,-1.927183,1.196877,-3.451888,1.633687,T
0.788882,0.378255,-11.555506,16.245731,0.459876,1.497345,-3.707095,-4.70505,-2.503301,1.831784,-3.68368,-0.888521,6.502931,-1.174047,-4.050361,0.104665,-1.931536,-1.472076,2.197768,0.125518,-3.938082,2.23922,2.204695,6.246399,-0.723112,0.164904,-3.428529,3.997398,-0.740571,1.426851,1.821567,0.790442,-0.150285,2.215834,1.097875,-1.652053,-2.523037,0.714829,-0.685663,-0.894542,2.244238,-1.782553,-0.455898,-0.131007,-0.212681,-0.478705,-1.40613,-2.560612,0.782315,0.537623,0.079816,1.17733,-0.355728,0.972087,0.734447,-0.074531,-0.381273,0.928031,-0.641925,F
-6.467955,-2.858076,0.125876,-3.741908,-0.403393,-0.487184,-1.914831,3.290094,3.050313,-1.196746,-4.196167,-0.912899,-1.864447,-3.065184,0.404504,-2.780661,-0.305662,2.426085,0.617316,-4.582671,0.836278,2.801898,1.024555,1.711178,-0.099649,2.216571,1.678497,-1.999517,3.077461,2.280707,0.867532,1.015275,-2.646528,0.524433,-3.316481,-4.310538,3.597191,-2.423139,-0.36906,-2.37679,-1.209258,0.166233,-0.355236,-0.527249,1.152793,-1.060071,0.399953,0.078997,1.344392,3.365257,-0.454508,1.662943,-0.089509,3.217151,-0.54146,2.022176,-1.461023,-0.09742,-1.357392,T
1.73936,2.824546,-2.568256,-1.171189,2.381845,2.279549,-2.040729,2.073507,-0.699206,0.334351,0.868387,-2.988883,5.509601,-1.204985,2.356667,0.823521,-2.712215,-0.908587,0.389239,-2.983158,2.352439,-4.303756,-3.206005,1.764395,-1.22639,-3.297326,2.515915,0.390963,1.487511,1.02622,2.061693,-3.57124,2.158955,-2.54329,-0.035768,0.142499,1.061396,-2.843843,-3.041549,-4.014344,0.297867,-0.65818,2.855536,-3.633016,-1.671009,1.563658,1.450801,1.629556,0.476992,-1.008779,-0.752731,-1.934576,2.572263,2.233757,0.504395,-1.439359,2.811989,1.453628,0.545702,F
7.445554,1.077228,0.589492,-3.922183,1.505252,3.836213,-3.545293,-0.078821,-0.290308,1.065963,1.625484,-4.196999,1.803411,1.256302,2.411424,2.793226,-1.852223,-1.404672,0.065753,-0.399315,-3.273558,1.44498,-3.95758,-0.097498,1.073045,-0.625392,-2.35006,0.730937,1.166796,2.142248,-2.482168,-0.701242,-3.107109,1.154985,0.496798,0.201423,-1.165961,-0.532964,-0.191508,1.446932,0.843829,3.379474,-1.552845,0.004382,0.833826,0.245893,-1.19508,-0.363444,-0.441064,-2.779724,-1.672658,4.326575,0.534611,0.047609,-1.529766,0.805834,0.488795,-1.195658,1.00872,F
11.2654,-2.360712,-0.915627,2.731262,3.58862,-2.310528,-1.393035,-1.47691,2.656161,-2.236079,0.028828,-0.810343,-1.342599,-4.239666,-1.008851,-3.794687,3.324053,-3.339888,0.290998,4.577237,0.403603,-1.247251,1.501734,-0.664586,2.51526,-0.027082,-2.25616,1.724628,0.514702,0.885994,1.557834,1.816936,1.408177,-0.838133,-0.310706,-4.727447,1.426845,-0.245753,-1.603176,0.525181,-0.65103,-1.380298,1.96609,1.469611,-0.740331,-1.194239,3.829722,1.103857,-1.466403,-0.005735,3.401843,0.178298,-2.726622,0.974695,-1.480514,0.090229,0.900834,-0.235947,1.411045,F
1.472074,-1.225737,9.834436,-3.619995,1.25572,-4.889178,-3.312376,-4.454854,-3.192181,-1.763331,-2.121424,-0.313918,-0.590911,0.016951,1.088182,0.906918,-2.760638,-0.735996,1.797273,-2.865714,5.513759,4.266738,-1.943493,0.804206,2.221984,0.61334,-3.252123,0.981803,-1.156783,-0.85623,-3.101206,1.148563,2.280017,-1.086074,-0.748291,-0.830012,-1.854741,-1.71604,-1.366599,-0.742699,0.086389,-4.063974,0.233463,-0.127594,1.647112,-0.396111,-0.441304,0.085548,1.520042,-0.943097,-0.742842,-1.158836,-0.770552,-0.653877,-4.269121,0.089674,-0.121544,-0.288896,2.260903,F
-0.130411,5.970782,5.703267,2.690808,1.31666,-1.23509,-0.944095,-0.956892,-1.775345,3.190892,-5.248394,-3.655473,-5.037284,5.778747,-5.54718,-1.516956,-2.386762,-1.584096,3.434615,1.930855,-0.175015,-1.716741,0.658997,1.224754,3.100969,-2.295993,3.877527,1.226977,2.358908,2.913049,0.123281,-0.827145,2.099161,-0.9908,-1.476833,0.352779,-1.59006,1.615166,-1.343333,1.146372,-0.337812,-1.408919,-3.447572,-1.669421,0.943914,1.419355,-0.830596,2.741547,-2.340623,1.865981,0.122709,-0.801374,0.928524,-0.990982,1.981748,2.819419,-0.364132,-0.288527,1.24526,F
1.177037,-0.08464,-1.923608,-5.050152,0.854504,-3.093476,-0.560087,-1.463036,0.204014,0.338746,-5.223093,-1.546528,1.020144,-2.177251,6.885139,-2.579265,0.15112,-5.06406,4.647819,5.746134,-0.985031,0.089151,-0.453338,-1.772075,-0.690163,0.788131,1.196959,0.930557,0.245321,-0.0071,0.073047,-0.099969,2.452349,-1.688529,1.438023,0.51015,1.951378,-2.395717,0.814062,-0.00796,0.328062,2.122323,2.206944,-0.149847,-0.590654,0.108832,-0.068629,-2.339864,1.340886,0.814713,3.36559,1.108168,0.583094,-2.255065,1.047743,0.966927,-0.134283,-0.132317,-0.787031,F
-2.719177,0.318325,-3.613132,-2.801773,4.383449,2.886606,-2.316375,2.583562,3.499111,-1.74508,-2.065365,0.340336,1.392847,1.885332,-0.018707,-0.629636,0.965226,-2.355335,1.555411,3.247027,-1.760221,1.988376,-1.809884,-3.568325,-0.078774,-3.209067,0.910745,-0.956803,-2.370732,-0.509362,-0.678716,-0.269747,0.158191,3.409633,1.366783,-0.058565,-0.560302,-1.788427,0.060078,1.644751,-2.524673,-0.917168,-3.790109,2.738516,-1.894804,4.615386,-0.239315,0.553199,1.431012,2.696544,0.452214,-1.082293,2.734849,2.131647,-0.558013,-1.582097,1.17126,1.388327,0.022224,F
-5.208094,-10.763688,3.177682,2.387705,6.994594,1.92226,-7.221307,-3.917794,-3.588401,-3.074731,-4.782936,7.909555,0.760539,-0.469663,-1.602921,4.242354,-2.77854,0.237403,-2.371938,0.312949,1.57377,0.058261,0.289362,-0.40711,-3.717072,0.086558,3.233948,-1.380272,1.685657,1.245745,-1.090566,-3.177147,0.810315,-0.838436,1.682845,-0.309674,-0.206886,0.903034,-2.383075,0.599215,-1.993855,2.143266,0.937591,-0.040302,0.488946,0.229097,-0.616784,0.248583,2.30118,0.296532,-0.743903,1.572711,-1.790123,-0.935331,0.012589,-0.559899,-0.945169,2.3712,-0.907566,F
-3.128926,-3.777926,-2.634388,-1.593049,-0.234269,-9.536188,-0.334298,2.652472,-1.718313,-3.768109,1.067585,-1.887827,-1.233416,-2.706251,0.117305,-0.231049,1.973171,-7.590474,0.17395,0.236448,0.738819,1.08505,-1.064586,-1.383325,2.242091,2.166669,-0.035322,1.860047,2.714536,-2.238092,-0.485571,-3.744192,-1.623149,-0.52305,-0.564961,-0.796342,-3.699286,3.689513,3.795966,1.705861,-0.525718,-2.453174,1.097784,-0.14157,1.096672,1.273557,0.424919,-2.807737,1.439177,-0.701594,-1.687556,-2.054074,1.484347,2.022978,1.739998,-0.298604,0.47883,0.070251,-1.301702,T
-9.377609,0.081629,2.60485,-5.319521,-6.777525,-1.489822,1.688761,-2.630903,4.890959,5.96104,0.342302,0.452036,4.41937,-6.822659,-2.834454,6.055837,-7.188799,1.149654,-0.965647,4.144079,-2.409834,2.742692,0.873134,2.759904,3.03294,0.013111,-0.517731,-2.582064,2.626539,-2.943034,2.064288,0.513382,2.821509,3.566255,-3.056771,0.955428,0.6855,1.608084,-0.38114,1.349858,-2.242966,0.55306,0.102171,1.687595,0.402978,-0.755079,0.677166,1.309848,0.742249,-1.352065,0.613245,-2.47175,-0.438753,-0.379888,-0.570091,-0.870624,1.048105,0.701347,0.362533,F
1.342691,2.150182,4.400837,-0.104258,0.667506,-2.598447,-0.717789,1.5732,0.865445,-2.367447,-3.162254,3.380824,-0.210616,5.066093,3.045105,-0.213873,-0.386297,-0.334381,-1.890492,4.070005,-0.594527,1.454169,-0.701977,0.374244,-3.783406,2.509675,0.578927,-0.113878,1.680534,-2.511359,2.29076,3.64454,-1.773428,1.02035,3.61192,-1.963545,-0.579529,-0.116797,-1.608621,1.471259,-1.425375,-2.46516,-2.11566,-3.033281,0.15068,-1.112785,-1.317365,1.49872,3.383169,0.842381,-0.680389,-0.298532,-0.901442,-1.566056,1.052986,-0.795116,2.046642,-2.846173,0.990954,F
2.509784,-0.928214,-2.828541,-1.856252,0.84778,1.161612,-1.768753,3.303744,3.783022,0.727059,-0.702985,-1.789668,1.39285,2.508649,-5.119583,-1.123197,3.052653,0.807859,2.817134,-0.969355,1.091383,1.808019,-0.292398,-0.799092,-0.671015,-2.569658,-2.253922,-4.694714,-0.37199,-0.968315,-0.079458,-0.212737,2.83284,0.552373,1.984516,-0.586495,-0.578302,-0.917493,0.601413,-0.85482,1.568,1.71542,-0.529406,-1.79017,-3.134701,-0.282542,-0.719007,-1.548418,-0.82897,-2.030709,0.117704,-2.887528,-1.977133,-0.830781,-1.340748,-0.655673,-0.706349,-1.761967,-1.348351,T
8.05311,-3.849535,2.56851,3.55166,-0.633622,-2.61197,3.995073,-0.258021,0.989847,2.047994,-0.068507,-0.718154,-2.001165,2.362654,-0.49194,-0.39327,0.011996,-1.400436,-4.126139,-0.219757,-2.774734,-1.210879,-0.372446,1.741725,2.435632,-0.671978,1.248259,0.865665,-0.396613,1.971138,0.467108,-0.870779,0.8146,2.957037,6.414662,0.846874,2.250476,-0.911022,0.602772,-1.820501,-2.849266,-1.106864,2.448476,0.021211,3.170344,1.931632,0.866049,2.130476,0.296235,-2.200852,-2.314363,-1.393285,-1.694424,1.604552,-0.508011,2.429274,-1.775383,-0.830426,-0.748572,F
15.822181,1.784292,3.901669,1.170611,-3.368962,-0.072004,-2.453427,4.436933,2.893331,-1.576862,-2.136786,3.27594,-1.656761,-1.386402,-0.612661,-0.695034,-0.452893,0.431461,1.56823,-0.575933,-2.801083,3.070778,-2.027661,-0.401014,-0.341866,-0.326484,0.109956,-1.518958,0.433657,0.73541,-0.809511,-1.654835,-0.881416,0.962919,0.367192,-0.51746,-1.170852,0.458472,-0.456249,1.510391,-0.669311,1.056682,1.510274,-1.040462,0.913119,0.530206,-1.712798,0.989935,-0.400764,-1.203533,2.761479,1.647918,1.431039,0.770724,-0.865987,2.086975,1.399279,1.80409,-0.176133,F
-2.422289,3.677028,-1.22995,-1.763432,-2.727061,5.960448,0.837607,-2.832831,1.317875,-2.595083,0.658436,4.94878,-3.373655,2.640082,1.28472,-1.787424,1.111665,0.412368,0.651397,1.165765,-2.003273,-0.88558,-1.099871,-3.328338,-3.490026,0.207765,-2.655631,-0.518061,3.089913,-3.119038,-0.589508,-2.812103,-1.780139,2.555015,-0.776622,-0.014823,1.682936,2.233066,-1.155823,-1.058138,-1.138501,-0.426076,1.190327,-0.40234,-0.530003,-1.086276,-0.143196,-1.361241,-1.190642,0.146455,-0.668918,-1.892884,-0.683266,0.64498,1.35466,0.849398,-1.737073,0.349208,3.354567,F
12.918532,-0.900583,0.477729,-2.873905,-2.866646,-0.537239,3.431332,-4.494113,-6.683248,1.091732,-2.294857,-0.320802,0.452362,0.281313,0.538091,-1.763773,-1.251327,1.506474,-0.648237,1.29519,-2.153482,-0.153501,2.431454,-3.895553,-1.020789,3.713083,0.055112,0.30866,-3.295078,0.284845,1.261868,-3.209575,3.903144,-0.647887,-0.691646,1.68983,-0.03414,0.17518,2.423586,0.217226,0.870605,0.594144,0.085756,-1.785988,3.361447,-0.670419,0.516856,0.663359,-0.584059,-1.514008,-0.957961,1.256776,1.805996,-1.001429,-0.417559,-1.824725,-0.205449,1.001087,-0.341985,T
-3.47945,5.720852,-1.919095,-0.907474,5.025091,-0.523562,6.73199,4.861408,-0.791488,-4.707513,-3.937005,4.723572,-3.758448,-2.648457,-0.343529,0.741856,-0.951151,0.234724,-3.156197,1.636584,0.117546,-0.308248,-2.853261,4.077228,-3.462635,-2.326709,-5.372987,-0.147543,-0.964716,-1.131392,-0.106362,-0.266846,0.10804,0.905714,-0.867816,3.56303,-0.195768,-2.01199,0.554415,-1.090548,0.849278,-4.437419,-0.744325,-1.576149,-0.880551,2.456405,2.680946,-0.006673,-2.632292,0.357331,-1.01094,2.28318,-1.184032,-1.22977,-1.068818,-0.903598,-0.705387,0.698312,-1.078172,F
1.565978,2.387693,-0.291952,1.202511,-2.04277,0.219681,1.754178,3.329453,2.702053,0.357395,-5.977575,-3.501962,7.150082,5.493411,0.045191,0.802984,-1.512274,-2.717549,0.686576,-1.346614,2.346177,-3.049059,-1.946221,-0.825444,-1.041328,1.1262,1.069962,-5.620705,2.89858,2.911169,2.454815,1.839428,-3.121443,0.873468,-1.321211,0.978775,-3.1596,2.050378,3.088592,-1.595278,1.249522,-0.365204,2.330923,1.443659,0.12916,-1.71578,2.390504,-0.23749,1.169575,0.437148,-0.427309,1.584004,-0.362863,-1.90516,-0.772486,-0.876771,-0.066945,0.202532,2.65346,T
-4.871571,-0.762638,-2.205973,-4.733398,1.680812,5.897122,1.689703,0.980331,1.45011,-3.402811,-3.656254,6.718557,-1.112436,2.237172,-0.108026,-4.01059,-0.810047,-3.370971,-0.947708,-5.316126,-1.000369,0.134702,-0.423766,0.801382,2.464797,1.54887,-1.487071,1.390713,-1.072377,1.76394,3.541415,1.809976,-0.023437,-0.772458,-0.761602,0.98408,-0.395832,0.531425,-2.072671,5.69409,-0.742068,2.405233,1.464549,1.042324,-0.065728,-1.682078,1.025035,-1.092403,-3.028017,-0.663643,-1.459109,-1.872508,1.910227,-0.139015,-1.623826,0.833994,0.290722,1.069438,0.133407,F
1.610125,-7.281301,0.654415,-0.441175,4.009791,-0.760461,-3.355053,-1.551749,4.678871,-2.0027,3.870092,-0.417757,0.180007,2.158239,-2.257643,-1.231764,-1.095188,0.29629,0.419728,-0.364918,1.39754,3.848475,0.683173,2.55669,-3.630236,-3.598701,-0.589578,-3.47267,-0.634888,0.720116,-1.676715,-1.411768,0.254993,-2.96529,0.665524,-1.834096,-0.797131,0.071048,0.340541,-1.400962,-1.168168,-0.634123,-1.349737,1.793422,1.292775,-0.757096,1.078215,-2.773673,-1.830841,-2.947897,1.793618,-0.434692,2.697167,-1.743363,0.161098,2.355647,0.651179,-0.865465,-0.239095,T
-0.957359,-1.90672,-0.789269,-0.379173,0.697771,0.205441,-1.886592,1.422215,0.658745,2.069761,-2.364804,1.605815,-2.996899,1.988332,0.216529,4.465598,3.709247,3.826345,0.879777,-0.177404,0.243411,0.747058,0.86766,1.474139,-1.46752,-1.443476,2.132277,1.110689,0.048042,-0.586147,-2.203685,1.352157,2.075935,-2.28521,-1.654776,-1.35025,-0.849094,-1.364582,1.661419,2.344868,0.534123,1.814768,1.689036,1.095938,0.763639,1.568958,3.981412,-2.761376,0.553089,0.251036,-2.747016,0.061865,-2.647923,-0.530084,3.099919,0.285721,0.454078,1.770108,1.13204,T
-3.80701,-3.207593,1.564942,0.264167,1.64533,-6.105906,0.21939,2.046468,2.092867,-3.139453,2.97253,0.296682,2.360714,6.364407,-3.903988,0.528735,-1.336108,-0.32392,1.784677,-1.37271,-3.13402,-3.546748,0.83028,-3.304606,1.424164,1.820989,-1.867688,-3.612705,-1.284018,-4.864722,0.482422,-0.840292,1.239975,-2.511649,0.831404,-1.594625,-0.733536,-1.232046,-2.620742,-0.211904,1.264591,-1.69464,0.971143,3.773195,1.314581,-1.589526,0.185871,3.097459,-1.671814,0.143565,0.607218,3.183365,-1.223973,1.840626,2.119194,-1.515437,0.178979,1.078544,-1.654169,T
4.073656,-9.813512,7.734507,4.070174,4.099773,3.312161,1.385214,-3.746754,-7.744003,-2.099837,-1.283696,3.096476,3.603598,-3.902022,-1.762699,1.702337,4.324114,0.577407,1.651768,-0.916884,4.534027,0.947412,1.559837,-4.246636,-1.01171,-0.343381,-0.854879,0.595821,4.00721,0.713531,1.560078,1.355496,1.120709,0.981341,-1.860232,3.756509,-1.049785,1.081118,-0.120382,0.228705,0.017914,-0.1316,-0.092455,1.5337,-3.353773,0.624384,0.236357,2.646245,0.420639,-1.198944,0.966221,0.441718,1.155902,0.70139,0.844835,1.304279,-1.065801,-2.89724,-2.034428,F
-6.476502,-3.089844,3.978945,-9.874663,3.148932,3.016823,-7.704859,-6.794553,-7.166295,2.699436,0.587055,-1.214356,-0.39274,-3.332407,3.81873,-3.436512,-3.29824,1.719712,-1.085275,-1.59732,-3.549214,-5.582869,-1.646081,-1.35114,1.637523,-0.820785,-0.717331,-1.342317,-0.923229,1.896899,1.768107,1.619349,-2.709653,0.29427,-1.020943,-1.548793,-2.496709,-1.618455,2.12071,-1.375329,-0.343725,-2.797597,-1.024575,0.492346,-0.723231,1.303238,-1.888688,-1.274589,-2.269071,-0.566919,1.148789,-1.42631,-3.24992,-1.045603,2.137008,0.327046,0.377621,-0.077621,-0.505056,T
-1.306066,-17.030913,14.843151,13.441097,7.769927,8.99663,8.857216,5.248252,4.697113,-0.811451,3.483501,-4.206061,-1.972701,-0.026077,6.397804,-0.383393,-3.475537,-0.968651,2.677996,0.966247,-2.411643,0.313494,1.194985,0.580006,1.872787,1.510749,-1.022813,-1.001578,-1.076295,-0.441056,1.099594,-1.111433,0.011863,-0.450913,-0.970298,0.472317,0.377809,-0.348759,1.37063,-0.549301,0.310522,0.604006,-0.809293,-0.662316,-0.800671,-0.417522,-0.65227,-1.408513,-0.090336,1.173893,-1.499699,-1.304457,-0.519563,-0.396637,0.133026,-0.718118,0.626968,0.345352,0.4296,F
-4.010645,-1.043578,-7.139173,1.890997,-0.224729,0.248513,1.572415,-1.297069,-3.522802,4.491523,-0.122974,-0.446075,-0.822574,-1.879288,-2.585448,2.993866,4.131204,-2.997021,5.765125,-2.053476,-1.521315,-1.903237,1.693274,2.657691,-2.226604,6.935304,3.199918,-4.882038,-3.518938,-1.247393,-2.175587,-3.44689,-2.736398,-0.45154,-0.196907,1.367452,0.318073,-2.411108,-0.58431,1.774139,-0.235222,-0.360285,-0.868289,0.576964,-0.388516,2.769328,0.396012,1.560482,-0.33224,0.224923,0.485216,-1.272958,-1.858967,-1.390601,-2.376397,1.119944,0.653473,-1.301125,1.136973,T
-6.27388,-3.850193,-1.754996,-3.587445,0.096191,1.548792,0.909224,4.299118,0.684262,1.07169,-1.712108,-1.051121,0.273271,0.346196,0.980848,3.028286,1.939044,2.030072,-0.58813,0.02141,0.161005,2.335597,-2.835064,-3.930672,0.992668,2.550119,-1.959668,2.65043,-4.739435,1.948316,-0.144084,-0.539293,2.495095,3.579472,-1.933169,-4.180257,0.491581,2.257541,-1.86991,-2.04345,3.766138,0.646442,-0.957081,0.104732,-0.770123,1.569459,-0.524254,1.827769,0.414968,-1.748742,-0.294325,1.127947,-0.349958,-0.179242,2.311032,0.670705,-0.713115,-0.038309,1.651166,T
0.03226,-3.101743,-3.913597,-3.261277,2.309981,1.13527,-3.476174,-1.831908,2.864387,-0.389754,6.879438,-4.793513,-1.350769,1.415533,-0.033837,1.485446,1.776099,-0.193608,-0.884356,2.880077,0.155482,0.77286,-1.939629,2.175694,-3.067536,0.254084,-1.856898,3.715002,1.403929,-0.330232,1.865003,-1.132549,-1.080673,-1.610652,-0.554006,-2.551652,-4.110785,-0.918788,0.029515,1.838692,-0.309312,2.778832,1.29051,-2.417965,-0.484988,0.107269,0.767917,4.012144,0.360041,0.244141,0.299238,-1.925214,-0.462419,-1.391352,-0.303982,-1.363147,-4.100859,0.76923,0.341677,F
1.520156,2.364666,1.843935,-1.492958,-2.574621,0.930001,-0.557476,0.19275,3.708703,0.09033,-2.113927,1.911359,3.391231,-1.367911,2.248215,0.446474,2.17828,0.946048,0.039319,1.824507,1.887408,0.930179,-0.739449,3.74924,0.224241,3.361517,0.805038,1.143083,0.506702,-1.101633,0.415678,0.930795,2.852067,-4.053758,0.101434,0.868946,2.650728,-4.111651,1.428938,1.714226,1.188184,-1.739458,-1.460554,0.276936,1.590153,-0.821464,-3.217775,-1.083942,-0.88682,-0.161922,-0.472408,0.598925,1.131041,-0.05538,1.526724,-1.414709,-0.959123,-0.909474,0.455155,F
-7.455967,-5.858777,7.306032,-3.382799,-3.332665,-6.067293,-6.605578,3.319371,-6.724049,-2.77337,-0.869743,1.495786,2.534269,2.379315,2.654874,1.719612,1.590212,-0.456278,-3.034892,1.178986,-1.973098,1.202002,3.616518,4.225262,-0.198086,-2.917081,2.970347,0.87816,-3.632747,-1.299458,1.81552,-0.897156,-1.30621,-1.264735,1.730637,-0.149464,2.420781,3.904928,1.030385,-1.032494,5.124318,1.542805,-1.368112,0.241784,-0.890242,-0.991085,1.869133,0.413478,-1.622331,1.449156,0.160788,-1.623932,0.53356,1.432978,-1.860178,0.316905,0.329339,-0.822865,1.30905,T
